,class,suff,to_cut
15084,V,e,0
15085,V,re,2
15086,A,re,3
15087,N,,0
15088,V,iare,4
15089,V,are,4
15090,V,re,4
15091,V,re,2
15092,V,re,2
15093,V,are,5
15094,V,re,2
15095,V,re,2
15096,A,,0
15097,V,,0
15098,V,are,5
15099,V,are,4
15100,V,re,1
15101,N,o,1
15102,N,are,1
15103,N,re,1
15104,V,e,3
15105,V,e,2
15106,V,are,3
15107,V,are,5
15108,A,ore,4
15109,V,re,1
15110,V,re,0
15111,N,,0
15112,V,are,5
15113,N,e,1
15114,V,,4
15115,A,o,1
15116,V,re,2
15117,A,re,3
15118,V,re,3
15119,V,are,4
15120,V,are,2
15121,V,re,2
15122,V,re,5
15123,V,are,5
15124,V,re,4
15125,N,are,1
15126,V,,2
15127,V,re,3
15128,V,re,0
15129,V,re,3
15130,V,are,4
15131,V,are,3
15132,N,,0
15133,V,re,2
15134,V,are,5
15135,V,,3
15136,V,are,7
15137,V,re,4
15138,V,are,5
15139,V,e,2
15140,V,re,2
15141,V,are,4
15142,V,are,1
15143,V,re,3
15144,A,,0
15145,V,ire,2
15146,V,are,8
15147,V,re,1
15148,V,e,0
15149,V,are,0
15150,V,re,2
15151,V,are,5
15152,A,re,3
15153,V,re,2
15154,V,ire,1
15155,V,re,2
15156,V,iare,6
15157,N,,0
15158,V,re,2
15159,V,ere,1
15160,V,re,3
15161,V,re,3
15162,A,o,2
15163,V,,3
15164,V,are,4
15165,V,re,3
15166,V,re,3
15167,V,are,5
15168,A,re,3
15169,V,re,2
15170,V,are,6
15171,A,,0
15172,V,,0
15173,A,o,1
15174,V,rre,5
15175,V,,4
15176,V,re,3
15177,V,are,5
15178,V,rre,3
15179,V,are,1
15180,A,re,3
15181,A,re,3
15182,V,re,3
15183,V,are,5
15184,V,ere,2
15185,V,are,2
15186,V,e,0
15187,N,,0
15188,V,re,3
15189,V,are,7
15190,V,are,3
15191,V,re,3
15192,A,re,3
15193,A,o,1
15194,V,e,2
15195,A,,0
15196,V,ere,2
15197,V,are,1
15198,N,are,1
15199,V,re,2
15200,V,re,2
15201,V,re,4
15202,V,ere,2
15203,V,are,4
15204,N,,0
15205,V,,5
15206,V,are,4
15207,A,o,1
15208,V,are,3
15209,V,e,0
15210,V,are,6
15211,V,e,2
15212,V,re,1
15213,V,are,3
15214,V,re,3
15215,A,re,3
15216,V,are,5
15217,V,are,7
15218,V,re,3
15219,V,re,2
15220,V,,0
15221,V,re,5
15222,V,re,4
15223,A,re,3
15224,V,re,2
15225,A,o,1
15226,V,are,4
15227,V,are,7
15228,V,re,2
15229,V,re,5
15230,V,are,6
15231,V,e,2
15232,V,are,6
15233,V,are,6
15234,V,e,3
15235,A,re,3
15236,V,are,4
15237,V,are,3
15238,V,ere,1
15239,V,,0
15240,A,o,1
15241,V,re,3
15242,V,,2
15243,N,a,1
15244,V,e,3
15245,V,re,3
15246,V,are,6
15247,A,re,3
15248,V,are,4
15249,A,re,3
15250,V,are,4
15251,V,re,2
15252,V,re,3
15253,V,re,2
15254,V,re,2
15255,V,re,3
15256,V,are,4
15257,V,are,4
15258,V,e,2
15259,V,are,1
15260,V,re,2
15261,V,iare,5
15262,V,re,3
15263,V,are,1
15264,V,e,2
15265,V,are,6
15266,V,are,6
15267,V,re,2
15268,A,ire,4
15269,V,re,2
15270,V,re,2
15271,V,are,1
15272,A,re,3
15273,V,re,1
15274,V,e,0
15275,V,are,1
15276,N,,0
15277,V,re,2
15278,V,re,2
15279,V,iare,3
15280,V,are,4
15281,V,are,6
15282,V,re,0
15283,V,are,6
15284,V,are,1
15285,V,re,4
15286,V,re,2
15287,V,are,3
15288,V,re,5
15289,V,re,3
15290,V,e,2
15291,V,are,1
15292,N,,0
15293,V,are,1
15294,V,re,2
15295,V,ere,4
15296,V,re,4
15297,V,re,2
15298,V,are,6
15299,V,re,3
15300,V,e,2
15301,N,,0
15302,V,re,3
15303,V,re,4
15304,V,re,2
15305,V,are,6
15306,V,re,4
15307,V,,4
15308,V,re,2
15309,V,are,5
15310,V,are,2
15311,V,re,1
15312,V,are,3
15313,V,re,1
15314,V,re,3
15315,N,,0
15316,N,,0
15317,V,,2
15318,V,are,3
15319,A,e,1
15320,V,re,3
15321,V,re,2
15322,V,are,1
15323,V,are,4
15324,A,re,3
15325,V,re,2
15326,V,e,2
15327,V,re,3
15328,V,are,5
15329,V,are,6
15330,V,re,5
15331,N,,0
15332,V,are,4
15333,V,ire,4
15334,V,iare,6
15335,V,are,4
15336,V,re,3
15337,N,,0
15338,V,ndere,2
15339,V,are,6
15340,A,re,3
15341,V,re,2
15342,V,are,4
15343,V,re,3
15344,A,,0
15345,V,re,3
15346,A,re,3
15347,V,re,5
15348,N,o,1
15349,A,,0
15350,V,re,3
15351,V,are,4
15352,V,re,5
15353,V,re,3
15354,A,,0
15355,N,,0
15356,V,re,3
15357,V,re,2
15358,A,re,1
15359,V,re,1
15360,V,re,2
15361,V,are,7
15362,V,re,4
15363,V,re,4
15364,V,re,3
15365,A,to,2
15366,V,re,3
15367,V,are,4
15368,N,ia,1
15369,V,re,2
15370,V,re,4
15371,V,ire,1
15372,N,,0
15373,V,re,2
15374,V,o,2
15375,V,are,4
15376,V,re,4
15377,V,are,5
15378,V,re,4
15379,V,e,1
15380,V,are,1
15381,A,re,3
15382,V,are,8
15383,N,o,1
15384,V,re,2
15385,V,are,1
15386,V,re,2
15387,A,to,2
15388,V,re,4
15389,V,are,7
15390,V,are,6
15391,A,re,3
15392,N,o,1
15393,V,re,4
15394,A,o,1
15395,A,,0
15396,V,ere,3
15397,V,are,4
15398,V,re,4
15399,A,ire,4
15400,V,re,5
15401,V,are,6
15402,V,are,4
15403,V,ire,3
15404,V,e,2
15405,V,are,5
15406,V,re,2
15407,A,o,1
15408,V,ere,1
15409,V,are,3
15410,V,are,8
15411,V,re,4
15412,V,re,3
15413,V,re,2
15414,V,are,7
15415,V,e,3
15416,V,ere,2
15417,V,are,5
15418,V,are,5
15419,V,are,2
15420,V,re,3
15421,A,re,3
15422,A,to,2
15423,V,are,5
15424,A,o,1
15425,N,e,1
15426,V,e,4
15427,V,re,2
15428,V,are,7
15429,V,are,7
15430,V,are,3
15431,V,re,2
15432,N,o,4
15433,A,re,3
15434,V,re,5
15435,V,re,3
15436,V,re,3
15437,V,,1
15438,V,are,6
15439,V,re,1
15440,V,are,5
15441,V,re,2
15442,A,re,3
15443,V,are,5
15444,V,re,2
15445,A,e,1
15446,V,iare,5
15447,V,are,0
15448,N,o,1
15449,V,re,1
15450,V,re,3
15451,V,re,4
15452,V,re,3
15453,V,re,3
15454,V,re,2
15455,V,re,5
15456,V,re,2
15457,A,,0
15458,A,a,1
15459,V,re,2
15460,N,e,1
15461,V,are,4
15462,V,re,2
15463,V,re,2
15464,V,are,5
15465,V,are,4
15466,V,re,3
15467,V,are,3
15468,N,,0
15469,V,re,2
15470,V,,0
15471,V,,3
15472,V,e,0
15473,V,iare,4
15474,V,re,3
15475,V,e,0
15476,A,a,1
15477,V,re,1
15478,V,re,4
15479,V,are,5
15480,V,are,6
15481,V,re,3
15482,V,re,2
15483,V,re,2
15484,V,e,0
15485,V,re,3
15486,V,re,3
15487,V,e,2
15488,V,re,2
15489,V,re,6
15490,A,re,0
15491,V,re,5
15492,A,rre,5
15493,A,,0
15494,V,,0
15495,V,ere,1
15496,V,re,3
15497,V,re,4
15498,V,re,1
15499,A,o,1
15500,V,re,1
15501,V,re,3
15502,V,re,3
15503,V,are,5
15504,V,,0
15505,V,re,5
15506,V,re,3
15507,V,re,2
15508,V,re,3
15509,N,,0
15510,V,re,5
15511,V,re,3
15512,V,re,5
15513,V,are,4
15514,V,re,5
15515,A,o,1
15516,V,,3
15517,V,re,3
15518,V,are,0
15519,V,e,0
15520,V,re,3
15521,V,re,2
15522,V,re,5
15523,A,re,3
15524,V,re,0
15525,V,re,3
15526,V,are,8
15527,N,,0
15528,V,are,3
15529,V,are,0
15530,V,re,3
15531,V,are,6
15532,A,o,2
15533,N,re,0
15534,V,e,3
15535,V,re,2
15536,V,re,4
15537,V,are,6
15538,V,are,1
15539,V,are,4
15540,V,e,2
15541,N,,0
15542,V,are,5
15543,N,a,1
15544,V,are,3
15545,V,ire,3
15546,V,re,2
15547,V,are,9
15548,V,re,3
15549,N,o,1
15550,V,re,2
15551,V,are,8
15552,V,are,4
15553,V,are,4
15554,V,re,2
15555,V,ere,3
15556,V,re,1
15557,V,are,4
15558,V,re,4
15559,V,re,1
15560,N,e,1
15561,V,re,3
15562,A,e,1
15563,V,re,2
15564,V,re,3
15565,V,re,3
15566,V,re,5
15567,V,rre,4
15568,V,are,2
15569,V,re,2
15570,V,e,0
15571,V,are,3
15572,V,re,5
15573,V,are,1
15574,A,o,1
15575,A,,0
15576,V,are,6
15577,N,,0
15578,V,,0
15579,V,e,2
15580,V,are,4
15581,V,re,3
15582,V,re,3
15583,V,are,1
15584,V,are,8
15585,A,to,2
15586,A,,0
15587,V,re,3
15588,V,are,4
15589,V,re,3
15590,N,ia,1
15591,V,are,4
15592,V,re,3
15593,V,are,4
15594,V,re,2
15595,V,are,6
15596,V,are,4
15597,N,a,1
15598,V,re,5
15599,V,e,2
15600,V,,4
15601,A,o,1
15602,V,are,6
15603,V,re,4
15604,V,re,2
15605,V,re,2
15606,V,re,2
15607,V,re,5
15608,N,a,1
15609,V,re,2
15610,V,re,1
15611,V,are,1
15612,V,are,6
15613,V,are,4
15614,V,are,4
15615,V,re,2
15616,V,ere,0
15617,V,re,3
15618,V,e,3
15619,V,are,1
15620,V,re,4
15621,V,re,2
15622,V,are,7
15623,V,re,3
15624,V,re,3
15625,V,re,3
15626,V,re,3
15627,V,e,2
15628,V,re,3
15629,V,are,6
15630,V,are,3
15631,V,re,2
15632,V,are,6
15633,V,re,4
15634,V,are,1
15635,V,are,4
15636,V,are,4
15637,V,re,2
15638,V,re,4
15639,V,re,2
15640,V,are,5
15641,V,e,0
15642,V,are,7
15643,V,are,4
15644,V,re,3
15645,V,re,2
15646,V,rre,3
15647,V,re,2
15648,A,o,0
15649,V,re,0
15650,V,re,2
15651,A,ire,4
15652,V,are,6
15653,V,e,2
15654,V,are,4
15655,V,re,4
15656,V,are,6
15657,V,are,7
15658,V,re,2
15659,V,are,4
15660,V,re,2
15661,V,e,2
15662,V,are,5
15663,A,o,0
15664,A,,0
15665,A,re,3
15666,V,are,6
15667,N,o,0
15668,V,re,3
15669,V,re,1
15670,V,are,6
15671,V,dere,2
15672,V,re,2
15673,V,re,3
15674,A,o,1
15675,V,e,2
15676,V,are,4
15677,A,a,1
15678,V,ere,4
15679,V,re,4
15680,A,e,1
15681,V,are,4
15682,V,are,5
15683,V,are,3
15684,V,re,4
15685,V,are,4
15686,N,,0
15687,V,re,3
15688,V,are,6
15689,V,re,2
15690,V,are,5
15691,V,re,5
15692,V,re,2
15693,V,re,5
15694,V,are,8
15695,V,,0
15696,V,re,3
15697,A,o,1
15698,N,e,1
15699,N,,0
15700,A,,0
15701,A,re,3
15702,V,re,5
15703,V,are,3
15704,V,are,5
15705,N,a,1
15706,A,re,3
15707,V,are,3
15708,V,re,3
15709,V,re,2
15710,A,e,1
15711,V,re,4
15712,V,,0
15713,V,re,3
15714,V,are,8
15715,V,e,2
15716,V,are,6
15717,A,ssimo,1
15718,V,re,3
15719,A,re,3
15720,A,o,1
15721,V,e,3
15722,N,a,2
15723,V,re,4
15724,V,are,1
15725,A,o,1
15726,V,o,0
15727,V,re,1
15728,V,are,3
15729,A,ire,4
15730,V,,0
15731,V,re,3
15732,V,o,1
15733,N,a,1
15734,V,re,3
15735,V,are,5
15736,V,are,1
15737,V,are,3
15738,V,re,3
15739,V,re,4
15740,V,are,5
15741,V,re,4
15742,V,re,3
15743,V,re,4
15744,N,e,1
15745,V,are,4
15746,V,are,5
15747,V,re,2
15748,V,e,0
15749,V,are,4
15750,V,are,5
15751,V,e,2
15752,N,e,1
15753,V,are,4
15754,V,re,4
15755,V,are,1
15756,V,re,3
15757,A,re,3
15758,N,,0
15759,V,re,2
15760,A,re,3
15761,V,e,2
15762,A,o,1
15763,N,o,1
15764,V,re,3
15765,V,re,3
15766,V,re,1
15767,V,re,3
15768,V,are,3
15769,V,,3
15770,V,re,0
15771,V,re,3
15772,V,are,4
15773,V,are,8
15774,V,are,4
15775,V,re,3
15776,V,re,2
15777,V,re,2
15778,V,re,2
15779,V,re,5
15780,V,re,3
15781,V,iare,4
15782,V,re,2
15783,V,re,5
15784,V,re,3
15785,V,are,8
15786,V,re,1
15787,V,re,3
15788,V,re,3
15789,V,re,2
15790,A,re,3
15791,A,,0
15792,V,are,6
15793,V,are,1
15794,V,re,4
15795,V,ere,1
15796,V,are,5
15797,V,,0
15798,V,re,5
15799,V,re,2
15800,V,re,3
15801,V,re,4
15802,V,e,2
15803,V,re,3
15804,V,re,3
15805,V,re,4
15806,V,re,2
15807,V,re,2
15808,V,are,3
15809,V,are,7
15810,V,are,6
15811,V,re,2
15812,V,are,8
15813,A,o,1
15814,V,ere,2
15815,V,e,0
15816,N,,0
15817,V,re,2
15818,N,a,1
15819,V,are,4
15820,V,re,3
15821,V,re,4
15822,V,e,3
15823,V,,0
15824,V,re,3
15825,V,re,2
15826,V,re,4
15827,V,are,5
15828,V,are,1
15829,V,are,7
15830,A,,0
15831,V,are,3
15832,V,re,5
15833,V,e,2
15834,V,are,5
15835,V,are,5
15836,V,re,2
15837,V,re,3
15838,V,re,1
15839,V,re,4
15840,V,are,6
15841,N,o,1
15842,V,re,3
15843,V,re,2
15844,V,are,6
15845,V,re,2
15846,V,are,4
15847,V,re,2
15848,V,re,1
15849,A,o,1
15850,V,are,5
15851,N,,0
15852,V,are,7
15853,V,re,2
15854,V,are,2
15855,V,e,3
15856,A,,0
15857,V,iare,8
15858,V,re,4
15859,V,re,3
15860,V,re,5
15861,A,,1
15862,V,are,4
15863,V,e,2
15864,V,re,2
15865,V,re,1
15866,V,are,5
15867,V,are,6
15868,V,are,5
15869,V,are,6
15870,V,re,2
15871,A,o,1
15872,N,,0
15873,V,ere,3
15874,N,a,1
15875,V,re,1
15876,A,o,1
15877,V,re,2
15878,V,re,3
15879,V,e,1
15880,V,re,1
15881,V,re,4
15882,V,re,3
15883,N,e,1
15884,A,re,3
15885,V,re,2
15886,N,o,0
15887,V,e,2
15888,V,re,3
15889,V,re,4
15890,N,,0
15891,V,re,4
15892,V,re,3
15893,V,ere,4
15894,V,e,1
15895,A,re,3
15896,V,e,0
15897,V,re,3
15898,N,,0
15899,A,o,2
15900,A,o,1
15901,V,re,3
15902,V,are,4
15903,N,e,1
15904,V,are,6
15905,V,re,3
15906,V,are,1
15907,A,,0
15908,V,re,3
15909,V,e,3
15910,V,are,5
15911,V,are,7
15912,A,re,3
15913,V,re,4
15914,V,are,1
15915,V,are,4
15916,V,e,2
15917,V,are,2
15918,V,re,4
15919,V,re,2
15920,V,iare,4
15921,A,re,3
15922,A,re,3
15923,V,re,1
15924,A,o,0
15925,V,re,1
15926,V,e,3
15927,A,o,1
15928,V,re,2
15929,V,re,1
15930,A,o,2
15931,V,are,8
15932,V,re,2
15933,N,,0
15934,V,,0
15935,A,,0
15936,V,are,4
15937,V,rre,3
15938,N,,0
15939,N,a,1
15940,V,re,5
15941,V,iare,3
15942,V,re,4
15943,V,,3
15944,V,,3
15945,V,re,3
15946,V,re,1
15947,A,o,1
15948,V,re,1
15949,V,re,1
15950,V,iare,6
15951,V,e,3
15952,V,,0
15953,V,re,4
15954,V,are,4
15955,N,,0
15956,V,ere,2
15957,V,re,2
15958,V,re,2
15959,V,re,3
15960,V,are,7
15961,A,a,1
15962,V,are,4
15963,N,,0
15964,V,re,2
15965,N,,0
15966,V,re,5
15967,V,ire,4
15968,V,are,4
15969,N,,0
15970,V,are,7
15971,V,are,1
15972,V,re,4
15973,V,re,2
15974,N,,0
15975,V,,4
15976,V,,0
15977,V,are,6
15978,V,,0
15979,A,o,1
15980,V,are,3
15981,A,to,2
15982,A,o,0
15983,A,o,1
15984,A,o,1
15985,V,are,3
15986,V,iare,6
15987,A,o,1
15988,V,re,3
15989,N,,0
15990,V,are,6
15991,V,re,5
15992,V,are,3
15993,V,are,3
15994,V,are,1
15995,N,a,1
15996,V,are,6
15997,V,are,3
15998,A,,0
15999,V,re,1
16000,V,re,1
16001,V,re,3
16002,V,ire,0
16003,V,e,2
16004,A,o,1
16005,V,,3
16006,A,o,1
16007,V,re,2
16008,V,rre,2
16009,V,re,2
16010,A,e,1
16011,V,re,4
16012,V,re,2
16013,V,re,3
16014,V,are,4
16015,V,are,4
16016,A,,0
16017,V,re,3
16018,A,ire,4
16019,V,are,4
16020,V,re,4
16021,V,e,3
16022,V,e,0
16023,V,are,6
16024,V,re,2
16025,V,re,3
16026,V,are,1
16027,V,are,5
16028,V,e,2
16029,V,e,2
16030,V,are,3
16031,N,,0
16032,V,re,3
16033,N,,0
16034,V,are,6
16035,A,,0
16036,V,re,5
16037,N,o,1
16038,N,,0
16039,V,re,5
16040,V,are,4
16041,V,re,0
16042,V,are,7
16043,V,are,5
16044,A,re,3
16045,V,are,4
16046,V,are,4
16047,V,are,3
16048,V,are,1
16049,A,o,1
16050,N,,0
16051,N,,0
16052,A,o,1
16053,V,re,5
16054,V,re,4
16055,V,are,4
16056,V,are,6
16057,V,are,4
16058,V,e,2
16059,V,re,0
16060,V,are,5
16061,V,are,1
16062,A,o,1
16063,N,e,1
16064,V,re,2
16065,A,o,2
16066,V,re,3
16067,V,are,5
16068,V,re,2
16069,V,re,3
16070,V,,2
16071,V,re,3
16072,V,re,3
16073,A,re,3
16074,N,o,1
16075,V,re,2
16076,V,re,3
16077,A,o,1
16078,V,ere,7
16079,V,are,2
16080,V,are,6
16081,V,re,4
16082,V,re,2
16083,V,,5
16084,V,re,2
16085,V,re,3
16086,N,a,1
16087,V,re,2
16088,V,,3
16089,V,re,1
16090,V,re,3
16091,V,re,3
16092,V,are,1
16093,V,re,3
16094,V,re,3
16095,V,iare,6
16096,V,re,3
16097,V,re,3
16098,V,re,2
16099,V,are,6
16100,V,are,6
16101,V,are,7
16102,V,are,4
16103,V,re,2
16104,V,are,8
16105,V,,3
16106,V,e,1
16107,A,o,1
16108,V,are,5
16109,V,are,8
16110,V,,0
16111,V,are,3
16112,V,re,2
16113,V,are,1
16114,V,are,6
16115,V,are,4
16116,V,re,0
16117,V,are,2
16118,V,re,2
16119,A,re,3
16120,V,ere,1
16121,V,e,4
16122,V,,3
16123,V,re,2
16124,A,rre,5
16125,V,re,1
16126,V,re,2
16127,V,are,8
16128,V,re,2
16129,A,,0
16130,V,re,2
16131,V,re,3
16132,A,,0
16133,V,e,1
16134,V,re,5
16135,V,re,3
16136,V,re,3
16137,V,,2
16138,A,re,3
16139,V,re,5
16140,A,o,1
16141,V,re,3
16142,V,ere,4
16143,V,are,6
16144,V,re,4
16145,A,o,1
16146,V,are,6
16147,V,e,3
16148,V,re,2
16149,V,re,2
16150,V,re,1
16151,A,o,1
16152,V,iare,8
16153,V,iare,6
16154,V,,0
16155,V,re,2
16156,A,,0
16157,V,,3
16158,V,are,3
16159,V,re,2
16160,V,re,5
16161,V,are,6
16162,A,re,3
16163,N,o,1
16164,V,,0
16165,V,rre,2
16166,V,re,2
16167,V,re,2
16168,V,re,3
16169,V,re,2
16170,A,,0
16171,V,are,1
16172,V,re,3
16173,V,re,3
16174,A,re,3
16175,V,are,4
16176,V,re,3
16177,V,re,3
16178,V,,3
16179,V,e,3
16180,V,re,2
16181,A,o,1
16182,V,re,4
16183,V,re,3
16184,V,are,4
16185,V,re,2
16186,V,,1
16187,V,iare,4
16188,V,are,6
16189,V,are,6
16190,A,o,0
16191,V,are,5
16192,V,re,3
16193,V,re,2
16194,V,re,1
16195,V,are,1
16196,V,re,3
16197,V,re,3
16198,V,iare,4
16199,V,re,3
16200,V,re,2
16201,V,re,4
16202,V,ire,2
16203,V,e,0
16204,V,are,4
16205,V,are,6
16206,V,are,3
16207,V,are,4
16208,V,re,2
16209,A,o,1
16210,V,re,3
16211,V,re,2
16212,V,re,4
16213,V,re,1
16214,V,re,4
16215,V,re,2
16216,V,,0
16217,V,are,6
16218,V,,1
16219,V,re,4
16220,V,are,5
16221,V,are,2
16222,V,are,8
16223,V,re,1
16224,V,are,4
16225,N,,0
16226,V,are,5
16227,N,,1
16228,V,are,5
16229,N,,0
16230,V,e,2
16231,V,re,3
16232,V,are,5
16233,V,re,3
16234,A,,0
16235,V,re,4
16236,V,are,1
16237,V,re,3
16238,V,are,5
16239,V,are,3
16240,V,are,2
16241,V,are,6
16242,V,re,3
16243,V,re,3
16244,V,re,0
16245,N,a,1
16246,V,,3
16247,N,,0
16248,V,are,7
16249,V,re,2
16250,V,are,8
16251,A,re,3
16252,V,are,3
16253,V,iare,4
16254,V,e,2
16255,V,ere,1
16256,V,re,3
16257,V,re,3
16258,V,are,7
16259,V,are,7
16260,V,re,4
16261,V,are,6
16262,N,,0
16263,V,re,2
16264,V,re,3
16265,V,are,7
16266,A,re,3
16267,A,o,2
16268,V,are,5
16269,N,,0
16270,V,are,6
16271,V,re,2
16272,V,re,1
16273,V,re,2
16274,N,o,0
16275,V,re,3
16276,V,are,1
16277,N,,0
16278,V,are,3
16279,V,are,6
16280,V,are,1
16281,V,ere,1
16282,V,are,4
16283,V,are,4
16284,V,re,3
16285,V,e,3
16286,A,o,2
16287,A,re,3
16288,V,are,4
16289,V,are,3
16290,V,e,2
16291,V,re,2
16292,V,re,3
16293,A,o,1
16294,V,are,4
16295,V,re,3
16296,V,are,6
16297,V,re,3
16298,A,re,3
16299,A,re,3
16300,V,re,3
16301,V,re,2
16302,V,are,7
16303,V,re,5
16304,V,e,3
16305,V,re,5
16306,V,e,2
16307,V,re,4
16308,V,re,3
16309,V,re,5
16310,N,ere,1
16311,V,,0
16312,V,re,4
16313,V,uovere,4
16314,V,e,3
16315,V,iare,7
16316,V,re,4
16317,N,o,0
16318,V,re,1
16319,V,are,3
16320,V,re,4
16321,V,are,4
16322,V,re,2
16323,V,,3
16324,V,,3
16325,V,are,4
16326,V,re,3
16327,A,e,1
16328,V,re,4
16329,V,are,1
16330,V,,0
16331,V,are,2
16332,V,iare,6
16333,V,re,3
16334,V,re,1
16335,V,are,3
16336,V,re,4
16337,V,are,5
16338,V,are,3
16339,V,iare,3
16340,V,re,3
16341,V,are,4
16342,V,are,3
16343,V,,0
16344,A,o,2
16345,V,are,2
16346,A,re,3
16347,A,o,1
16348,V,re,3
16349,V,re,3
16350,V,re,4
16351,V,are,1
16352,V,rre,2
16353,V,re,5
16354,V,re,3
16355,N,are,1
16356,V,ere,1
16357,V,re,3
16358,N,o,1
16359,V,re,2
16360,A,re,3
16361,V,are,2
16362,V,,0
16363,V,re,2
16364,N,,0
16365,V,re,0
16366,V,re,4
16367,V,re,5
16368,N,,0
16369,V,re,2
16370,A,o,1
16371,N,o,0
16372,V,are,3
16373,V,re,3
16374,V,are,4
16375,V,re,3
16376,V,,2
16377,N,o,0
16378,V,re,4
16379,V,re,4
16380,V,are,4
16381,V,rre,5
16382,V,re,5
16383,A,are,1
16384,V,re,0
16385,V,re,3
16386,V,re,1
16387,V,are,1
16388,V,re,1
16389,V,re,3
16390,V,re,4
16391,V,are,6
16392,N,o,0
16393,V,ire,4
16394,V,e,2
16395,N,o,1
16396,V,re,3
16397,V,are,5
16398,A,re,3
16399,V,are,4
16400,V,re,0
16401,V,are,3
16402,N,,0
16403,V,re,4
16404,V,re,3
16405,V,are,3
16406,V,e,1
16407,V,are,6
16408,V,re,2
16409,A,e,3
16410,V,re,3
16411,V,e,3
16412,V,are,7
16413,V,e,0
16414,V,re,3
16415,V,re,3
16416,N,o,0
16417,N,,1
16418,V,re,1
16419,V,ire,3
16420,V,are,6
16421,A,re,3
16422,V,e,2
16423,V,are,4
16424,V,are,3
16425,N,o,1
16426,V,e,0
16427,V,e,0
16428,V,re,4
16429,V,re,2
16430,V,,3
16431,V,re,4
16432,A,o,0
16433,V,,3
16434,N,,0
16435,N,re,2
16436,V,re,2
16437,V,are,8
16438,V,,0
16439,V,are,8
16440,A,to,2
16441,V,ere,1
16442,V,are,5
16443,V,re,2
16444,V,re,5
16445,V,re,3
16446,V,re,2
16447,V,e,3
16448,V,re,5
16449,V,are,3
16450,V,re,3
16451,V,are,5
16452,V,are,4
16453,V,re,3
16454,V,re,3
16455,V,are,7
16456,V,re,4
16457,A,a,1
16458,V,re,5
16459,V,re,3
16460,V,re,4
16461,V,are,8
16462,V,are,4
16463,V,are,6
16464,A,ire,4
16465,V,re,2
16466,V,re,2
16467,V,are,4
16468,V,are,8
16469,V,re,5
16470,V,are,7
16471,V,are,5
16472,V,re,4
16473,V,are,2
16474,N,,0
16475,A,o,1
16476,V,,1
16477,V,are,3
16478,V,re,3
16479,V,re,2
16480,V,re,4
16481,V,are,6
16482,V,iare,6
16483,V,re,0
16484,V,e,1
16485,V,are,3
16486,V,re,1
16487,V,re,3
16488,N,,0
16489,V,are,6
16490,V,are,7
16491,A,re,3
16492,V,e,3
16493,V,e,2
16494,V,re,2
16495,V,are,6
16496,V,are,4
16497,V,re,3
16498,V,re,2
16499,V,re,2
16500,V,e,2
16501,V,are,6
16502,N,are,1
16503,N,,0
16504,V,are,4
16505,V,re,2
16506,V,are,4
16507,V,are,5
16508,V,e,3
16509,V,e,0
16510,V,re,5
16511,V,,3
16512,V,re,4
16513,V,are,1
16514,V,e,2
16515,V,,4
16516,V,re,3
16517,V,re,3
16518,V,,3
16519,A,o,1
16520,V,are,3
16521,A,o,1
16522,V,re,2
16523,V,are,3
16524,V,,0
16525,A,,0
16526,V,re,4
16527,V,are,1
16528,V,are,8
16529,V,iare,6
16530,V,e,3
16531,V,re,4
16532,N,,0
16533,V,are,2
16534,V,re,2
16535,V,are,6
16536,V,are,3
16537,V,e,0
16538,V,,1
16539,V,re,3
16540,V,re,3
16541,V,are,7
16542,V,e,2
16543,V,re,2
16544,V,are,1
16545,V,are,1
16546,V,e,0
16547,V,re,4
16548,V,are,1
16549,V,re,2
16550,V,are,7
16551,V,are,4
16552,V,e,2
16553,V,re,5
16554,V,re,4
16555,V,iare,5
16556,V,e,0
16557,N,,0
16558,V,are,4
16559,A,,0
16560,V,re,5
16561,V,re,2
16562,V,re,2
16563,V,are,3
16564,V,re,4
16565,V,are,3
16566,V,,0
16567,V,re,1
16568,N,e,1
16569,A,,0
16570,V,are,3
16571,V,are,7
16572,V,re,3
16573,V,re,3
16574,V,are,4
16575,V,re,2
16576,N,,0
16577,V,re,4
16578,V,re,4
16579,V,e,2
16580,V,are,8
16581,V,re,4
16582,V,are,7
16583,V,re,1
16584,A,re,3
16585,A,o,2
16586,V,re,2
16587,V,re,4
16588,V,,2
16589,V,re,2
16590,V,e,2
16591,V,e,2
16592,V,are,3
16593,V,re,2
16594,V,re,3
16595,V,rre,4
16596,V,are,6
16597,V,are,4
16598,V,are,2
16599,V,are,5
16600,V,re,3
16601,V,re,4
16602,N,o,1
16603,V,are,4
16604,V,are,6
16605,A,,0
16606,V,re,0
16607,V,re,2
16608,V,ere,3
16609,V,re,2
16610,V,re,1
16611,V,re,2
16612,V,re,2
16613,V,re,2
16614,V,are,5
16615,A,e,1
16616,A,,0
16617,V,ere,2
16618,V,are,4
16619,A,o,1
16620,A,e,1
16621,V,re,2
16622,V,are,1
16623,V,are,5
16624,V,re,1
16625,A,o,2
16626,V,are,2
16627,V,ire,1
16628,V,,3
16629,V,are,2
16630,N,,0
16631,V,are,5
16632,N,e,1
16633,V,are,7
16634,A,sso,3
16635,V,are,4
16636,V,are,4
16637,N,e,1
16638,V,are,4
16639,A,re,3
16640,V,e,2
16641,A,to,2
16642,N,a,1
16643,V,ndere,2
16644,V,e,0
